    0.7478      -0.6322       0.3837   
    0.6575       0.4676       0.0588   
   -0.6592       0.5139       0.4855   
    0.3452      -0.6121        0.177   
   -0.8972      -0.0241       0.0357   
   -0.3136      -0.9799      -0.9486   
     0.424      -0.9558       0.6324   
    0.8894      -0.0701      -0.1406   
   -0.7295      -0.5204      -0.7507   
   -0.3109      -0.6403      -0.6152   
     0.617      -0.8925       0.1248   
    0.0006       -0.863      -0.4077   
   -0.9407        -0.15      -0.5217   
    0.5448      -0.8049       0.2383   
    0.0939        -0.33      -0.4138   
   -0.4984       0.7285      -0.0216   
    -0.447       0.1524       0.0226   
   -0.8147       0.0418      -0.6755   
    0.4168       0.6844      -0.1959   
    0.6661      -0.6266        0.536   
   -0.5771       0.9905      -0.9845   
    0.5477       -0.009      -0.8475   
   -0.4879       0.4225       0.0025   
    0.3625       0.3393       0.5697   
   -0.3993      -0.5669      -0.7604   
     0.559      -0.0653       0.9681   
   -0.4627       0.8598       0.4926   
    0.5599       -0.955      -0.4657   
   -0.7436       0.8339      -0.4093   
    0.4326       0.4999      -0.0358   
    0.3406      -0.7051       0.3267   
    0.3561      -0.7854      -0.3103   
    0.5087      -0.2733      -0.8879   
   -0.4889      -0.5388       0.4515   
   -0.5471       0.0619      -0.7434   
    0.0646      -0.0071       0.1914   
    0.0327       0.5302       0.0511   
   -0.1027       0.4621       0.4683   
    0.8037       0.7185       0.3021   
   -0.6057       0.5232       0.1741   
    0.3585      -0.1363        0.469   
    0.0572      -0.7802      -0.9444   
     0.747      -0.8995      -0.2176   
   -0.7689      -0.0163       0.2436   
   -0.9454       0.4366      -0.3224   
   -0.6887      -0.4988       0.6705   
    0.8748        0.906       0.5728   
    0.2979      -0.1968       0.0348   
    0.1382      -0.3932       0.1254   
   -0.5597       0.3732      -0.3515   
    0.9865       0.1038       0.8843   
    0.8275      -0.8391      -0.5239   
    0.8831      -0.7201      -0.4234   
   -0.3346      -0.4889       0.5604   
   -0.7189      -0.4343        0.369   
    0.3308       0.2491      -0.7578   
    0.3733       0.4959      -0.8519   
    -0.054      -0.2062       0.3234   
    0.9809        0.932      -0.6978   
    0.1062      -0.2557       0.6755   
   -0.8733      -0.2693      -0.2208   
    -0.617      -0.4419       0.3122   
   -0.1408      -0.5588       0.5922   
    0.4358       0.4787      -0.5247   
    0.3682      -0.8682       0.4131   
   -0.2628       0.8347      -0.3378   
   -0.0206        0.208      -0.4699   
    0.4997       -0.474       0.3239   
    -0.177      -0.4932        0.628   
    0.4974       0.9851      -0.6278   
    0.5449      -0.5162       0.4751   
   -0.3039      -0.1331      -0.5948   
   -0.9918       0.7261       0.2185   
    0.9725       0.5339       0.0693   
   -0.5523       0.2742       0.2011   
    0.8609      -0.9887       0.4079   
   -0.1049       0.3628      -0.3842   
    0.4252       0.2345       0.5139   
    0.1212      -0.5704      -0.9793   
    0.1212        0.927      -0.6222   
    0.4934       0.8439      -0.1383   
    0.3405      -0.4601       0.7286   
    0.7458      -0.4519       0.8267   
   -0.0358      -0.1073       0.3605   
   -0.9666       0.3404      -0.3654   
    0.6067       0.5733        0.018   
    0.3866      -0.1596      -0.2471   
   -0.6256      -0.3623      -0.6406   
    0.8883       0.7589       -0.211   
     0.909       0.2521        0.088   
   -0.3411       0.1175      -0.0682   
    0.5206       -0.542       0.8438   
    0.6212      -0.4242      -0.6081   
    0.4478         0.54       0.6567   
   -0.1918       0.9456       0.3691   
     0.815       0.9243      -0.0576   
     0.205       0.3108      -0.8452   
    0.9579       0.6852      -0.2075   
   -0.6827       0.5734      -0.0766   
    0.4784       0.8545      -0.8246   
   -0.0615      -0.4867        0.293   
   -0.7577      -0.5941       -0.877   
   -0.9139       -0.973      -0.3012   
   -0.1499       0.4748      -0.3892   
   -0.4933       -0.345      -0.4437   
    0.8758       -0.158      -0.1474   
    0.1902       -0.953      -0.8367   
    0.3451      -0.6231      -0.7795   
   -0.8625       0.0663       -0.834   
    0.4331      -0.4553      -0.6075   
    0.9806       0.8553      -0.0942   
    0.2735      -0.9025       0.6838   
